id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	EFNA1	EPHA4	True	False	True	user_curated	False	0.075	0.219	0.0	0.111	0.075	0.076	0.0	0.225	0.383	0.526	0.0	0.419	0.383	0.383	0.0	0.533	0.235	0.378	0.0	0.271	0.234	0.235	0.0	0.384	0.648	0.791	0.0	0.684	0.647	0.648	0.0	0.798	0.129	0.273	0.0	0.165	0.129	0.13	0.0	0.279	0.025	0.168	0.0	0.061	0.024	0.025	0.0	0.175	0.051	0.194	0.0	0.087	0.051	0.051	0.0	0.201	0.534	0.678	0.0	0.57	0.534	0.535	0.0	0.684
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	user_curated	False	0.105	0.248	0.0	0.141	0.104	0.105	0.0	0.255	0.025	0.168	0.0	0.061	0.024	0.025	0.0	0.174	0.149	0.292	0.0	0.185	0.149	0.149	0.0	0.299	0.096	0.24	0.0	0.132	0.096	0.097	0.0	0.246	0.038	0.182	0.0	0.074	0.038	0.039	0.0	0.188	0.016	0.16	0.0	0.052	0.016	0.017	0.0	0.166	0.06	0.203	0.0	0.096	0.059	0.06	0.0	0.21	0.043	0.186	0.0	0.079	0.043	0.043	0.0	0.193
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	user_curated	False	0.019	0.162	0.0	0.055	0.018	0.019	0.0	0.169	0.028	0.171	0.0	0.064	0.027	0.028	0.0	0.178	0.017	0.16	0.0	0.053	0.016	0.017	0.0	0.166	0.03	0.173	0.0	0.066	0.03	0.03	0.0	0.18	0.023	0.166	0.0	0.059	0.023	0.023	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.169	0.0	0.061	0.025	0.026	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	user_curated	False	0.022	0.165	0.0	0.058	0.021	0.022	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.156	0.0	0.048	0.012	0.013	0.0	0.162	0.023	0.166	0.0	0.059	0.022	0.023	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	user_curated	False	0.035	0.178	0.0	0.071	0.034	0.035	0.0	0.185	0.048	0.191	0.0	0.084	0.047	0.048	0.0	0.197	0.047	0.19	0.0	0.083	0.046	0.047	0.0	0.196	0.133	0.276	0.0	0.169	0.133	0.133	0.0	0.283	0.076	0.219	0.0	0.112	0.076	0.077	0.0	0.226	0.025	0.168	0.0	0.061	0.024	0.025	0.0	0.175	0.017	0.16	0.0	0.053	0.016	0.017	0.0	0.167	0.034	0.178	0.0	0.07	0.034	0.035	0.0	0.184
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	user_curated	False	0.263	0.181	0.416	0.218	0.3	0.144	0.07	0.097	0.276	0.194	0.428	0.231	0.312	0.156	0.083	0.11	0.275	0.193	0.427	0.23	0.311	0.155	0.082	0.109	0.362	0.28	0.514	0.316	0.398	0.242	0.168	0.195	0.305	0.223	0.457	0.259	0.341	0.185	0.111	0.138	0.253	0.171	0.406	0.208	0.289	0.133	0.06	0.087	0.245	0.163	0.398	0.2	0.281	0.125	0.052	0.079	0.263	0.181	0.415	0.217	0.299	0.143	0.069	0.096
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	user_curated	False	0.032	0.033	0.0	0.064	0.0	0.0	0.0	0.0	0.045	0.046	0.0	0.076	0.0	0.0	0.0	0.0	0.044	0.045	0.0	0.075	0.0	0.0	0.0	0.0	0.13	0.132	0.0	0.162	0.0	0.0	0.0	0.0	0.074	0.075	0.0	0.105	0.0	0.0	0.0	0.0	0.022	0.023	0.0	0.053	0.0	0.0	0.0	0.0	0.014	0.015	0.0	0.045	0.0	0.0	0.0	0.0	0.032	0.033	0.0	0.063	0.0	0.0	0.0	0.0
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	user_curated	False	0.032	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.045	0.043	0.052	0.0	0.0	0.0	0.0	0.0	0.044	0.042	0.051	0.0	0.0	0.0	0.0	0.0	0.13	0.128	0.138	0.0	0.0	0.0	0.0	0.0	0.074	0.071	0.081	0.0	0.0	0.0	0.0	0.0	0.022	0.02	0.029	0.0	0.0	0.0	0.0	0.0	0.014	0.012	0.021	0.0	0.0	0.0	0.0	0.0	0.032	0.03	0.039	0.0	0.0	0.0	0.0	0.0
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	user_curated	False	0.223	0.07	0.336	0.126	0.075	0.076	0.093	0.0	0.205	0.053	0.319	0.108	0.057	0.058	0.075	0.0	0.25	0.097	0.363	0.153	0.102	0.102	0.12	0.0	0.2	0.047	0.313	0.103	0.052	0.052	0.07	0.0	0.232	0.079	0.345	0.135	0.083	0.084	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.021	0.286	0.076	0.025	0.026	0.043	0.0	0.217	0.065	0.331	0.12	0.069	0.07	0.087	0.0
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	user_curated	False	0.384	0.672	0.456	0.258	0.181	0.242	0.128	0.909	0.367	0.655	0.438	0.241	0.163	0.224	0.11	0.891	0.411	0.699	0.483	0.285	0.208	0.269	0.154	0.936	0.361	0.649	0.433	0.235	0.158	0.219	0.104	0.886	0.393	0.681	0.465	0.267	0.189	0.251	0.136	0.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.334	0.623	0.406	0.208	0.131	0.192	0.078	0.859	0.379	0.667	0.45	0.253	0.175	0.236	0.122	0.904
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	GDF9		True	False	True	user_curated	False	0.078	0.045	0.168	0.094	0.081	0.014	0.057	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.048	0.171	0.097	0.084	0.017	0.06	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	PLXNC1	SEMA7A	False	True	False	user_curated	False	0.121	0.0	0.0	0.126	0.0	0.0	0.0	0.127	0.108	0.0	0.0	0.113	0.0	0.0	0.0	0.114	0.135	0.0	0.0	0.14	0.0	0.0	0.0	0.141	0.039	0.0	0.0	0.044	0.0	0.0	0.0	0.046	0.071	0.0	0.0	0.076	0.0	0.0	0.0	0.077	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.017	0.054	0.0	0.0	0.059	0.0	0.0	0.0	0.06	0.125	0.0	0.0	0.13	0.0	0.0	0.0	0.132
CPI-SS070C51D94	FZD7_WNT3	simple:O75084	simple:P56703	FZD7	WNT3	True	True	False	user_curated	False	0.008	0.006	0.011	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.012	0.017	0.0	0.0	0.0	0.0	0.017	0.02	0.018	0.023	0.0	0.0	0.0	0.0	0.023	0.036	0.034	0.039	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B89DD8C1	TNFSF13_TNFRSF17	simple:O75888	simple:Q02223	TNFSF13	TNFRSF17	True	False	True	user_curated	False	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.036	0.354	0.062	0.306	0.012	0.107	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.04	0.358	0.066	0.311	0.016	0.111	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.042	0.359	0.068	0.312	0.017	0.112	0.088
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	user_curated	False	0.323	0.194	0.512	0.22	0.464	0.17	0.265	0.24	0.194	0.066	0.383	0.092	0.336	0.041	0.136	0.112	0.512	0.383	0.701	0.409	0.653	0.359	0.454	0.429	0.22	0.092	0.409	0.118	0.362	0.067	0.162	0.138	0.464	0.336	0.653	0.362	0.606	0.311	0.406	0.382	0.17	0.041	0.359	0.067	0.311	0.017	0.112	0.087	0.265	0.136	0.454	0.162	0.406	0.112	0.207	0.182	0.24	0.112	0.429	0.138	0.382	0.087	0.182	0.158
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	CADM1	NECTIN3	False	False	False	user_curated	False	0.212	0.181	0.268	0.323	0.252	0.17	0.23	0.0	0.084	0.053	0.14	0.195	0.124	0.041	0.102	0.0	0.402	0.37	0.457	0.512	0.441	0.359	0.419	0.0	0.11	0.079	0.166	0.221	0.15	0.067	0.128	0.0	0.354	0.323	0.41	0.465	0.394	0.311	0.372	0.0	0.059	0.028	0.115	0.17	0.099	0.017	0.077	0.0	0.155	0.123	0.21	0.265	0.194	0.112	0.172	0.0	0.13	0.099	0.186	0.241	0.17	0.087	0.148	0.0
CPI-SS0F1A060D4	PVR_NECTIN3	simple:P15151	simple:Q9NQS3	PVR	NECTIN3	True	True	False	user_curated	False	0.097	0.065	0.153	0.207	0.137	0.054	0.115	0.0	0.094	0.062	0.15	0.205	0.134	0.051	0.112	0.0	0.102	0.071	0.158	0.213	0.142	0.06	0.12	0.0	0.058	0.027	0.114	0.169	0.098	0.016	0.076	0.0	0.097	0.065	0.152	0.207	0.136	0.054	0.114	0.0	0.059	0.028	0.115	0.17	0.099	0.017	0.077	0.0	0.086	0.054	0.141	0.196	0.125	0.043	0.103	0.0	0.191	0.16	0.247	0.302	0.231	0.149	0.209	0.0
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	NECTIN1	NECTIN3	True	True	False	user_curated	False	0.11	0.079	0.166	0.221	0.15	0.067	0.128	0.0	0.13	0.099	0.186	0.241	0.17	0.087	0.148	0.0	0.145	0.114	0.201	0.256	0.185	0.102	0.163	0.0	0.103	0.071	0.158	0.213	0.142	0.06	0.12	0.0	0.066	0.035	0.122	0.177	0.106	0.023	0.084	0.0	0.068	0.036	0.124	0.178	0.108	0.025	0.086	0.0	0.077	0.046	0.133	0.188	0.117	0.034	0.095	0.0	0.139	0.107	0.195	0.249	0.179	0.096	0.157	0.0
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	NECTIN2	NECTIN3	False	True	False	user_curated	False	0.449	0.418	0.505	0.56	0.489	0.406	0.467	0.0	0.38	0.349	0.436	0.491	0.42	0.337	0.398	0.0	0.701	0.669	0.756	0.811	0.74	0.658	0.719	0.0	0.544	0.512	0.599	0.654	0.584	0.501	0.562	0.0	0.256	0.224	0.311	0.366	0.295	0.213	0.274	0.0	0.226	0.195	0.282	0.337	0.266	0.183	0.244	0.0	0.18	0.149	0.236	0.291	0.22	0.138	0.198	0.0	0.341	0.309	0.396	0.451	0.38	0.298	0.358	0.0
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	True	True	True	user_curated	False	0.051	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.17	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A8627ED6	PVR_CD226	simple:P15151	simple:Q15762	PVR	CD226	True	True	True	user_curated	False	0.0	0.056	0.05	0.0	0.0	0.0	0.0	0.054	0.0	0.053	0.047	0.0	0.0	0.0	0.0	0.052	0.0	0.061	0.056	0.0	0.0	0.0	0.0	0.06	0.0	0.017	0.012	0.0	0.0	0.0	0.0	0.016	0.0	0.055	0.05	0.0	0.0	0.0	0.0	0.054	0.0	0.018	0.013	0.0	0.0	0.0	0.0	0.017	0.0	0.044	0.039	0.0	0.0	0.0	0.0	0.043	0.0	0.15	0.145	0.0	0.0	0.0	0.0	0.149
CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	NECTIN1	NECTIN4	True	True	True	user_curated	False	0.075	0.062	0.119	0.111	0.0	0.0	0.0	0.0	0.095	0.082	0.139	0.13	0.0	0.0	0.0	0.0	0.11	0.097	0.154	0.145	0.0	0.0	0.0	0.0	0.068	0.055	0.111	0.103	0.0	0.0	0.0	0.0	0.031	0.018	0.075	0.067	0.0	0.0	0.0	0.0	0.033	0.02	0.076	0.068	0.0	0.0	0.0	0.0	0.042	0.029	0.086	0.077	0.0	0.0	0.0	0.0	0.104	0.091	0.148	0.139	0.0	0.0	0.0	0.0
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	CD226	NECTIN2	False	True	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.408	0.339	0.659	0.503	0.214	0.185	0.139	0.299	0.402	0.333	0.654	0.497	0.209	0.179	0.134	0.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.407	0.338	0.658	0.501	0.213	0.184	0.138	0.298
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	EGFR	TGFA	True	True	False	user_curated	False	0.056	0.057	0.057	0.048	0.0	0.0	0.049	0.084	0.019	0.02	0.02	0.011	0.0	0.0	0.012	0.047	0.119	0.119	0.12	0.11	0.0	0.0	0.111	0.146	0.046	0.046	0.047	0.037	0.0	0.0	0.038	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.025	0.025	0.016	0.0	0.0	0.017	0.052	0.033	0.034	0.034	0.025	0.0	0.0	0.026	0.061	0.051	0.052	0.052	0.042	0.0	0.0	0.044	0.079
CPI-SS0481D83A4	EGFR_AREG	simple:P00533	simple:P15514	EGFR	AREG	True	True	False	user_curated	False	0.054	0.113	0.245	0.195	0.154	0.099	0.075	0.102	0.017	0.076	0.208	0.158	0.117	0.062	0.038	0.065	0.116	0.175	0.308	0.257	0.216	0.161	0.137	0.164	0.043	0.102	0.235	0.184	0.143	0.088	0.064	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.081	0.213	0.163	0.122	0.067	0.043	0.07	0.031	0.09	0.222	0.172	0.131	0.076	0.052	0.079	0.049	0.107	0.24	0.189	0.149	0.093	0.07	0.096
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	EGFR	BTC	True	True	False	user_curated	False	0.07	0.07	0.087	0.048	0.048	0.049	0.049	0.067	0.033	0.033	0.05	0.011	0.011	0.012	0.012	0.03	0.132	0.132	0.15	0.11	0.11	0.111	0.111	0.129	0.059	0.059	0.076	0.037	0.037	0.038	0.038	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.038	0.055	0.016	0.016	0.017	0.017	0.035	0.047	0.047	0.064	0.025	0.025	0.026	0.026	0.044	0.065	0.065	0.082	0.042	0.043	0.043	0.044	0.061
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ERBB3	BTC	True	True	False	user_curated	False	0.438	0.438	0.456	0.416	0.416	0.417	0.417	0.435	0.257	0.257	0.274	0.234	0.235	0.235	0.236	0.253	0.658	0.658	0.675	0.636	0.636	0.637	0.637	0.655	0.434	0.434	0.451	0.412	0.412	0.413	0.413	0.431	0.181	0.181	0.199	0.159	0.159	0.16	0.16	0.178	0.096	0.096	0.114	0.074	0.074	0.075	0.075	0.093	0.193	0.193	0.211	0.171	0.171	0.172	0.172	0.19	0.573	0.573	0.591	0.551	0.551	0.552	0.552	0.57
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	EGFR	HBEGF	True	True	True	user_curated	False	0.059	0.083	0.181	0.261	0.154	0.049	0.152	0.207	0.022	0.046	0.144	0.224	0.117	0.012	0.115	0.17	0.121	0.145	0.244	0.323	0.216	0.111	0.215	0.269	0.048	0.072	0.17	0.25	0.143	0.038	0.141	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.051	0.149	0.229	0.122	0.017	0.12	0.175	0.036	0.06	0.158	0.238	0.131	0.026	0.129	0.184	0.054	0.078	0.176	0.256	0.149	0.043	0.147	0.202
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	user_curated	False	0.024	0.048	0.146	0.226	0.119	0.014	0.117	0.172	0.029	0.053	0.151	0.23	0.124	0.018	0.122	0.177	0.138	0.162	0.261	0.34	0.233	0.128	0.232	0.286	0.041	0.065	0.163	0.243	0.136	0.03	0.134	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.051	0.149	0.229	0.122	0.017	0.12	0.175	0.045	0.069	0.167	0.246	0.139	0.034	0.138	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ERBB3	NRG1	True	True	True	user_curated	False	0.444	0.412	0.464	0.423	0.0	0.417	0.452	0.0	0.262	0.23	0.283	0.242	0.0	0.235	0.27	0.0	0.663	0.631	0.684	0.643	0.0	0.637	0.671	0.0	0.439	0.408	0.46	0.419	0.0	0.413	0.448	0.0	0.186	0.155	0.207	0.166	0.0	0.16	0.195	0.0	0.102	0.07	0.122	0.081	0.0	0.075	0.11	0.0	0.199	0.167	0.219	0.178	0.0	0.172	0.207	0.0	0.579	0.547	0.599	0.559	0.0	0.552	0.587	0.0
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	user_curated	False	0.008	0.0	0.022	0.086	0.0	0.014	0.0	0.0	0.013	0.0	0.027	0.091	0.0	0.018	0.0	0.0	0.122	0.0	0.137	0.201	0.0	0.128	0.0	0.0	0.025	0.0	0.039	0.103	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.025	0.089	0.0	0.017	0.0	0.0	0.029	0.0	0.043	0.107	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	True	False	True	user_curated	False	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	user_curated	False	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	user_curated	False	0.465	0.469	0.5	0.456	0.555	0.457	0.0	0.0	0.292	0.296	0.328	0.284	0.382	0.285	0.0	0.0	0.349	0.353	0.385	0.341	0.439	0.342	0.0	0.0	0.156	0.159	0.191	0.147	0.246	0.148	0.0	0.0	0.092	0.095	0.127	0.083	0.182	0.084	0.0	0.0	0.191	0.195	0.226	0.182	0.281	0.183	0.0	0.0	0.059	0.063	0.094	0.05	0.149	0.051	0.0	0.0	0.314	0.318	0.35	0.306	0.404	0.307	0.0	0.0
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	user_curated	False	0.027	0.03	0.062	0.018	0.117	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.033	0.064	0.02	0.119	0.021	0.0	0.0	0.031	0.034	0.066	0.022	0.121	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.028	0.06	0.016	0.115	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.027	0.059	0.015	0.113	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	user_curated	False	0.468	0.488	0.513	0.537	0.464	0.457	0.0	0.466	0.295	0.316	0.34	0.365	0.291	0.285	0.0	0.294	0.352	0.373	0.397	0.422	0.348	0.342	0.0	0.351	0.159	0.179	0.204	0.228	0.155	0.148	0.0	0.157	0.095	0.115	0.14	0.164	0.091	0.084	0.0	0.093	0.194	0.214	0.239	0.263	0.19	0.183	0.0	0.193	0.062	0.083	0.107	0.131	0.058	0.051	0.0	0.061	0.317	0.338	0.362	0.386	0.313	0.307	0.0	0.316
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	user_curated	False	0.03	0.05	0.075	0.099	0.026	0.019	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.052	0.077	0.101	0.028	0.021	0.0	0.03	0.034	0.054	0.079	0.103	0.03	0.023	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.048	0.073	0.097	0.024	0.017	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.047	0.071	0.096	0.023	0.016	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	user_curated	False	0.468	0.495	0.513	0.508	0.464	0.0	0.0	0.466	0.295	0.322	0.34	0.335	0.291	0.0	0.0	0.294	0.352	0.379	0.397	0.392	0.348	0.0	0.0	0.351	0.159	0.186	0.204	0.199	0.155	0.0	0.0	0.157	0.095	0.122	0.14	0.135	0.091	0.0	0.0	0.093	0.194	0.221	0.239	0.234	0.19	0.0	0.0	0.193	0.062	0.089	0.107	0.102	0.058	0.0	0.0	0.061	0.317	0.344	0.362	0.357	0.313	0.0	0.0	0.316
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	user_curated	False	0.03	0.057	0.075	0.07	0.026	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.059	0.077	0.072	0.028	0.0	0.0	0.03	0.034	0.061	0.079	0.074	0.03	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.055	0.073	0.067	0.024	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
